"X","Y","AVERAGE CONC","ZELEV","ZHILL","ZFLAG","AVE","GRP","RANK","NET ID","DATE(CONC)"
"701100.0","1445000.0","120.25049","0.0","0.0","110.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701200.0","1445000.0","133.26922","0.0","0.0","110.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701300.0","1445000.0","140.17087","0.0","0.0","110.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701400.0","1445000.0","138.18187","0.0","0.0","110.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701500.0","1445000.0","126.38277","0.0","0.0","110.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701600.0","1445000.0","106.90111","0.0","0.0","110.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701700.0","1445000.0","84.39059","0.0","0.0","110.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701800.0","1445000.0","63.83426","0.0","0.0","110.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701900.0","1445000.0","55.73403","0.0","0.0","110.0","1-HR","ALL","1ST","UCART1","14010104.0"
"702000.0","1445000.0","82.6423","0.0","0.0","110.0","1-HR","ALL","1ST","UCART1","14010104.0"
"702100.0","1445000.0","93.07448","0.0","0.0","110.0","1-HR","ALL","1ST","UCART1","14010104.0"
"702200.0","1445000.0","104.36961","0.0","0.0","110.0","1-HR","ALL","1ST","UCART1","14010104.0"
"702300.0","1445000.0","109.52658","0.0","0.0","110.0","1-HR","ALL","1ST","UCART1","14010104.0"
"702400.0","1445000.0","105.79786","0.0","0.0","110.0","1-HR","ALL","1ST","UCART1","14010104.0"
"702500.0","1445000.0","92.79226","0.0","0.0","110.0","1-HR","ALL","1ST","UCART1","14010104.0"
"702600.0","1445000.0","86.2468","0.0","0.0","110.0","1-HR","ALL","1ST","UCART1","14010503.0"
"702700.0","1445000.0","108.47764","0.0","0.0","110.0","1-HR","ALL","1ST","UCART1","14010221.0"
"702800.0","1445000.0","137.08408","0.0","0.0","110.0","1-HR","ALL","1ST","UCART1","14010221.0"
"702900.0","1445000.0","165.08064","0.0","0.0","110.0","1-HR","ALL","1ST","UCART1","14010221.0"
