"X","Y","AVERAGE CONC","ZELEV","ZHILL","ZFLAG","AVE","GRP","RANK","NET ID","DATE(CONC)"
"701100.0","1445000.0","118.05695","0.0","0.0","170.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701200.0","1445000.0","107.923","0.0","0.0","170.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701300.0","1445000.0","97.59394","0.0","0.0","170.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701400.0","1445000.0","133.17182","0.0","0.0","170.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701500.0","1445000.0","124.43821","0.0","0.0","170.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701600.0","1445000.0","118.78449","0.0","0.0","170.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701700.0","1445000.0","115.44968","0.0","0.0","170.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701800.0","1445000.0","113.59942","0.0","0.0","170.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701900.0","1445000.0","112.41044","0.0","0.0","170.0","1-HR","ALL","1ST","UCART1","14010602.0"
"702000.0","1445000.0","113.99569","0.0","0.0","170.0","1-HR","ALL","1ST","UCART1","14010104.0"
"702100.0","1445000.0","114.41447","0.0","0.0","170.0","1-HR","ALL","1ST","UCART1","14010104.0"
"702200.0","1445000.0","105.24751","0.0","0.0","170.0","1-HR","ALL","1ST","UCART1","14010602.0"
"702300.0","1445000.0","99.68065","0.0","0.0","170.0","1-HR","ALL","1ST","UCART1","14010602.0"
"702400.0","1445000.0","91.92885","0.0","0.0","170.0","1-HR","ALL","1ST","UCART1","14010602.0"
"702500.0","1445000.0","106.63371","0.0","0.0","170.0","1-HR","ALL","1ST","UCART1","14010503.0"
"702600.0","1445000.0","117.07478","0.0","0.0","170.0","1-HR","ALL","1ST","UCART1","14010221.0"
"702700.0","1445000.0","146.32256","0.0","0.0","170.0","1-HR","ALL","1ST","UCART1","14010221.0"
"702800.0","1445000.0","169.72155","0.0","0.0","170.0","1-HR","ALL","1ST","UCART1","14010221.0"
"702900.0","1445000.0","182.51042","0.0","0.0","170.0","1-HR","ALL","1ST","UCART1","14010221.0"
"703000.0","1445000.0","181.73313","0.0","0.0","170.0","1-HR","ALL","1ST","UCART1","14010221.0"
"703100.0","1445000.0","167.32236","0.0","0.0","170.0","1-HR","ALL","1ST","UCART1","14010221.0"
"703200.0","1445000.0","138.01635","0.0","0.0","170.0","1-HR","ALL","1ST","UCART1","14010221.0"
"703300.0","1445000.0","109.82724","0.0","0.0","170.0","1-HR","ALL","1ST","UCART1","14010221.0"
"703400.0","1445000.0","110.89494","0.0","0.0","170.0","1-HR","ALL","1ST","UCART1","14010104.0"
"703500.0","1445000.0","106.21653","0.0","0.0","170.0","1-HR","ALL","1ST","UCART1","14010104.0"
"703600.0","1445000.0","124.58832","0.0","0.0","170.0","1-HR","ALL","1ST","UCART1","14010219.0"
"703700.0","1445000.0","157.12876","0.0","0.0","170.0","1-HR","ALL","1ST","UCART1","14010219.0"
"703800.0","1445000.0","174.71508","0.0","0.0","170.0","1-HR","ALL","1ST","UCART1","14010219.0"
"703900.0","1445000.0","169.65581","0.3","0.3","170.0","1-HR","ALL","1ST","UCART1","14010219.0"
"704000.0","1445000.0","136.59051","4.7","4.7","170.0","1-HR","ALL","1ST","UCART1","14010219.0"
"704100.0","1445000.0","161.53672","5.0","5.0","170.0","1-HR","ALL","1ST","UCART1","14010520.0"
"704200.0","1445000.0","178.71071","0.9","0.9","170.0","1-HR","ALL","1ST","UCART1","14010520.0"
"704300.0","1445000.0","156.25825","6.2","6.2","170.0","1-HR","ALL","1ST","UCART1","14010520.0"
"704400.0","1445000.0","158.52479","6.7","6.7","170.0","1-HR","ALL","1ST","UCART1","14010819.0"
"704500.0","1445000.0","164.83401","5.4","5.4","170.0","1-HR","ALL","1ST","UCART1","14010819.0"
"704600.0","1445000.0","188.50359","0.4","0.4","170.0","1-HR","ALL","1ST","UCART1","14010304.0"
"704700.0","1445000.0","180.09612","0.0","0.0","170.0","1-HR","ALL","1ST","UCART1","14010304.0"
"704800.0","1445000.0","170.08577","0.0","0.0","170.0","1-HR","ALL","1ST","UCART1","14010307.0"
"704900.0","1445000.0","178.65959","0.0","16.0","170.0","1-HR","ALL","1ST","UCART1","14010307.0"
"705000.0","1445000.0","186.49813","4.2","16.0","170.0","1-HR","ALL","1ST","UCART1","14010307.0"
"705100.0","1445000.0","188.73437","9.0","9.0","170.0","1-HR","ALL","1ST","UCART1","14010307.0"
"705200.0","1445000.0","183.95699","12.6","12.6","170.0","1-HR","ALL","1ST","UCART1","14010307.0"
"705300.0","1445000.0","171.65898","11.9","11.9","170.0","1-HR","ALL","1ST","UCART1","14010307.0"
"705400.0","1445000.0","154.9547","9.2","9.2","170.0","1-HR","ALL","1ST","UCART1","14010307.0"
"705500.0","1445000.0","138.48794","9.2","9.2","170.0","1-HR","ALL","1ST","UCART1","14010219.0"
"705600.0","1445000.0","142.32258","7.4","7.4","170.0","1-HR","ALL","1ST","UCART1","14010219.0"
"705700.0","1445000.0","132.03933","8.4","8.4","170.0","1-HR","ALL","1ST","UCART1","14010219.0"
"705800.0","1445000.0","134.61305","7.3","7.3","170.0","1-HR","ALL","1ST","UCART1","14010824.0"
"705900.0","1445000.0","123.34843","5.4","5.4","170.0","1-HR","ALL","1ST","UCART1","14010106.0"
"706000.0","1445000.0","130.25528","5.8","5.8","170.0","1-HR","ALL","1ST","UCART1","14010106.0"
"706100.0","1445000.0","98.41207","4.2","4.2","170.0","1-HR","ALL","1ST","UCART1","14010106.0"
"706200.0","1445000.0","92.78978","5.0","5.0","170.0","1-HR","ALL","1ST","UCART1","14010206.0"
"706300.0","1445000.0","107.08503","7.6","7.6","170.0","1-HR","ALL","1ST","UCART1","14010302.0"
"706400.0","1445000.0","124.08232","7.2","7.2","170.0","1-HR","ALL","1ST","UCART1","14010302.0"
"706500.0","1445000.0","126.77094","7.8","7.8","170.0","1-HR","ALL","1ST","UCART1","14010302.0"
"706600.0","1445000.0","117.09701","6.5","6.5","170.0","1-HR","ALL","1ST","UCART1","14010302.0"
"706700.0","1445000.0","113.42558","9.2","9.2","170.0","1-HR","ALL","1ST","UCART1","14010203.0"
"706800.0","1445000.0","125.00973","9.3","9.3","170.0","1-HR","ALL","1ST","UCART1","14010203.0"
"706900.0","1445000.0","124.6163","5.2","5.2","170.0","1-HR","ALL","1ST","UCART1","14010203.0"
"707000.0","1445000.0","130.17906","4.0","4.0","170.0","1-HR","ALL","1ST","UCART1","14010121.0"
"707100.0","1445000.0","123.17176","4.1","4.1","170.0","1-HR","ALL","1ST","UCART1","14010121.0"
"707200.0","1445000.0","132.34298","3.0","3.0","170.0","1-HR","ALL","1ST","UCART1","14010120.0"
"707300.0","1445000.0","135.20066","3.6","3.6","170.0","1-HR","ALL","1ST","UCART1","14010120.0"
"707400.0","1445000.0","122.7448","6.0","6.0","170.0","1-HR","ALL","1ST","UCART1","14010120.0"
"707500.0","1445000.0","101.42801","6.1","6.1","170.0","1-HR","ALL","1ST","UCART1","14010120.0"
"707600.0","1445000.0","111.91792","7.3","7.3","170.0","1-HR","ALL","1ST","UCART1","14010823.0"
"707700.0","1445000.0","137.654","5.9","5.9","170.0","1-HR","ALL","1ST","UCART1","14010823.0"
