"X","Y","AVERAGE CONC","ZELEV","ZHILL","ZFLAG","AVE","GRP","RANK","NET ID","DATE(CONC)"
"701100.0","1445000.0","162.2311","0.0","0.0","220.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701200.0","1445000.0","159.04992","0.0","0.0","220.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701300.0","1445000.0","180.82754","0.0","0.0","220.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701400.0","1445000.0","174.67271","0.0","0.0","220.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701500.0","1445000.0","168.95112","0.0","0.0","220.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701600.0","1445000.0","164.51457","0.0","0.0","220.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701700.0","1445000.0","161.68913","0.0","0.0","220.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701800.0","1445000.0","160.43022","0.0","0.0","220.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701900.0","1445000.0","160.38339","0.0","0.0","220.0","1-HR","ALL","1ST","UCART1","14010602.0"
"702000.0","1445000.0","160.85446","0.0","0.0","220.0","1-HR","ALL","1ST","UCART1","14010602.0"
"702100.0","1445000.0","160.85536","0.0","0.0","220.0","1-HR","ALL","1ST","UCART1","14010602.0"
"702200.0","1445000.0","158.36996","0.0","0.0","220.0","1-HR","ALL","1ST","UCART1","14010602.0"
"702300.0","1445000.0","151.95792","0.0","0.0","220.0","1-HR","ALL","1ST","UCART1","14010602.0"
"702400.0","1445000.0","141.21638","0.0","0.0","220.0","1-HR","ALL","1ST","UCART1","14010602.0"
"702500.0","1445000.0","125.76896","0.0","0.0","220.0","1-HR","ALL","1ST","UCART1","14010602.0"
"702600.0","1445000.0","113.6553","0.0","0.0","220.0","1-HR","ALL","1ST","UCART1","14010221.0"
"702700.0","1445000.0","134.30383","0.0","0.0","220.0","1-HR","ALL","1ST","UCART1","14010221.0"
"702800.0","1445000.0","147.32221","0.0","0.0","220.0","1-HR","ALL","1ST","UCART1","14010221.0"
"702900.0","1445000.0","150.43022","0.0","0.0","220.0","1-HR","ALL","1ST","UCART1","14010221.0"
"703000.0","1445000.0","144.09852","0.0","0.0","220.0","1-HR","ALL","1ST","UCART1","14010221.0"
"703100.0","1445000.0","131.54835","0.0","0.0","220.0","1-HR","ALL","1ST","UCART1","14010221.0"
"703200.0","1445000.0","117.6112","0.0","0.0","220.0","1-HR","ALL","1ST","UCART1","14010221.0"
"703300.0","1445000.0","111.62874","0.0","0.0","220.0","1-HR","ALL","1ST","UCART1","14010104.0"
"703400.0","1445000.0","116.09605","0.0","0.0","220.0","1-HR","ALL","1ST","UCART1","14010104.0"
"703500.0","1445000.0","152.11271","0.0","0.0","220.0","1-HR","ALL","1ST","UCART1","14010221.0"
"703600.0","1445000.0","165.0027","0.0","0.0","220.0","1-HR","ALL","1ST","UCART1","14010221.0"
"703700.0","1445000.0","130.06014","0.0","0.0","220.0","1-HR","ALL","1ST","UCART1","14010704.0"
"703800.0","1445000.0","145.61876","0.0","0.0","220.0","1-HR","ALL","1ST","UCART1","14010704.0"
"703900.0","1445000.0","162.59867","0.3","0.3","220.0","1-HR","ALL","1ST","UCART1","14010704.0"
"704000.0","1445000.0","203.7526","4.7","4.7","220.0","1-HR","ALL","1ST","UCART1","14010221.0"
"704100.0","1445000.0","215.06577","5.0","5.0","220.0","1-HR","ALL","1ST","UCART1","14010221.0"
"704200.0","1445000.0","215.48756","0.9","0.9","220.0","1-HR","ALL","1ST","UCART1","14010221.0"
"704300.0","1445000.0","221.31894","6.2","6.2","220.0","1-HR","ALL","1ST","UCART1","14010221.0"
"704400.0","1445000.0","215.02379","6.7","6.7","220.0","1-HR","ALL","1ST","UCART1","14010221.0"
"704500.0","1445000.0","200.67287","5.4","5.4","220.0","1-HR","ALL","1ST","UCART1","14010221.0"
"704600.0","1445000.0","228.40222","0.4","0.4","220.0","1-HR","ALL","1ST","UCART1","14010221.0"
"704700.0","1445000.0","200.90069","0.0","0.0","220.0","1-HR","ALL","1ST","UCART1","14010221.0"
"704800.0","1445000.0","202.77169","0.0","0.0","220.0","1-HR","ALL","1ST","UCART1","14010219.0"
"704900.0","1445000.0","209.73532","0.0","16.0","220.0","1-HR","ALL","1ST","UCART1","14010219.0"
"705000.0","1445000.0","175.88733","4.2","16.0","220.0","1-HR","ALL","1ST","UCART1","14010307.0"
"705100.0","1445000.0","194.96986","9.0","9.0","220.0","1-HR","ALL","1ST","UCART1","14010307.0"
"705200.0","1445000.0","191.48177","12.6","12.6","220.0","1-HR","ALL","1ST","UCART1","14010307.0"
"705300.0","1445000.0","187.2121","11.9","11.9","220.0","1-HR","ALL","1ST","UCART1","14010307.0"
"705400.0","1445000.0","194.76687","9.2","9.2","220.0","1-HR","ALL","1ST","UCART1","14010219.0"
"705500.0","1445000.0","202.06331","9.2","9.2","220.0","1-HR","ALL","1ST","UCART1","14010219.0"
"705600.0","1445000.0","171.6508","7.4","7.4","220.0","1-HR","ALL","1ST","UCART1","14010219.0"
"705700.0","1445000.0","160.89544","8.4","8.4","220.0","1-HR","ALL","1ST","UCART1","14010219.0"
"705800.0","1445000.0","200.45401","7.3","7.3","220.0","1-HR","ALL","1ST","UCART1","14010219.0"
"705900.0","1445000.0","158.57616","5.4","5.4","220.0","1-HR","ALL","1ST","UCART1","14010520.0"
"706000.0","1445000.0","157.26425","5.8","5.8","220.0","1-HR","ALL","1ST","UCART1","14010819.0"
"706100.0","1445000.0","162.23152","4.2","4.2","220.0","1-HR","ALL","1ST","UCART1","14010307.0"
"706200.0","1445000.0","184.42474","5.0","5.0","220.0","1-HR","ALL","1ST","UCART1","14010520.0"
"706300.0","1445000.0","173.35999","7.6","7.6","220.0","1-HR","ALL","1ST","UCART1","14010520.0"
"706400.0","1445000.0","157.45746","7.2","7.2","220.0","1-HR","ALL","1ST","UCART1","14010520.0"
"706500.0","1445000.0","176.40053","7.8","7.8","220.0","1-HR","ALL","1ST","UCART1","14010819.0"
"706600.0","1445000.0","157.22587","6.5","6.5","220.0","1-HR","ALL","1ST","UCART1","14010819.0"
