"X","Y","AVERAGE CONC","ZELEV","ZHILL","ZFLAG","AVE","GRP","RANK","NET ID","DATE(CONC)"
"701100.0","1445000.0","174.18554","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701200.0","1445000.0","176.6157","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701300.0","1445000.0","175.44969","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701400.0","1445000.0","171.96162","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701500.0","1445000.0","167.34579","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701600.0","1445000.0","162.55806","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701700.0","1445000.0","158.25452","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701800.0","1445000.0","154.79554","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701900.0","1445000.0","152.2303","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010602.0"
"702000.0","1445000.0","150.25629","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010602.0"
"702100.0","1445000.0","148.21864","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010602.0"
"702200.0","1445000.0","145.05866","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010602.0"
"702300.0","1445000.0","139.22066","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010602.0"
"702400.0","1445000.0","129.07189","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010602.0"
"702500.0","1445000.0","115.01825","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010602.0"
"702600.0","1445000.0","101.19187","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010221.0"
"702700.0","1445000.0","119.94986","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010221.0"
"702800.0","1445000.0","132.73632","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010221.0"
"702900.0","1445000.0","137.694","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010221.0"
"703000.0","1445000.0","135.28621","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010221.0"
"703100.0","1445000.0","128.1538","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010221.0"
"703200.0","1445000.0","120.24618","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010221.0"
"703300.0","1445000.0","115.25123","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010221.0"
"703400.0","1445000.0","166.54789","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010221.0"
"703500.0","1445000.0","176.01576","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010221.0"
"703600.0","1445000.0","192.72977","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010221.0"
"703700.0","1445000.0","214.47477","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010221.0"
"703800.0","1445000.0","137.30459","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010220.0"
"703900.0","1445000.0","212.04407","0.3","0.3","240.0","1-HR","ALL","1ST","UCART1","14010221.0"
"704000.0","1445000.0","231.03232","4.7","4.7","240.0","1-HR","ALL","1ST","UCART1","14010221.0"
"704100.0","1445000.0","239.36137","5.0","5.0","240.0","1-HR","ALL","1ST","UCART1","14010221.0"
"704200.0","1445000.0","246.68573","0.9","0.9","240.0","1-HR","ALL","1ST","UCART1","14010221.0"
"704300.0","1445000.0","249.45289","6.2","6.2","240.0","1-HR","ALL","1ST","UCART1","14010221.0"
"704400.0","1445000.0","241.63787","6.7","6.7","240.0","1-HR","ALL","1ST","UCART1","14010221.0"
"704500.0","1445000.0","225.45961","5.4","5.4","240.0","1-HR","ALL","1ST","UCART1","14010221.0"
"704600.0","1445000.0","200.84506","0.4","0.4","240.0","1-HR","ALL","1ST","UCART1","14010221.0"
"704700.0","1445000.0","193.1951","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"704800.0","1445000.0","209.29998","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"704900.0","1445000.0","221.80637","0.0","16.0","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"705000.0","1445000.0","230.47091","4.2","16.0","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"705100.0","1445000.0","228.95466","9.0","9.0","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"705200.0","1445000.0","231.86374","12.6","12.6","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"705300.0","1445000.0","231.37409","11.9","11.9","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"705400.0","1445000.0","227.77339","9.2","9.2","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"705500.0","1445000.0","223.07218","9.2","9.2","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"705600.0","1445000.0","216.3155","7.4","7.4","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"705700.0","1445000.0","210.49087","8.4","8.4","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"705800.0","1445000.0","203.65152","7.3","7.3","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"705900.0","1445000.0","210.55269","5.4","5.4","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"706000.0","1445000.0","206.65427","5.8","5.8","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"706100.0","1445000.0","202.9499","4.2","4.2","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"706200.0","1445000.0","202.74562","5.0","5.0","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"706300.0","1445000.0","207.03158","7.6","7.6","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"706400.0","1445000.0","208.60791","7.2","7.2","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"706500.0","1445000.0","211.88237","7.8","7.8","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"706600.0","1445000.0","212.13613","6.5","6.5","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"706700.0","1445000.0","217.21845","9.2","9.2","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"706800.0","1445000.0","217.20156","9.3","9.3","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"706900.0","1445000.0","209.68664","5.2","5.2","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"707000.0","1445000.0","204.74916","4.0","4.0","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"707100.0","1445000.0","215.75365","4.1","4.1","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"707200.0","1445000.0","207.237","3.0","3.0","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"707300.0","1445000.0","199.52733","3.6","3.6","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"707400.0","1445000.0","192.33834","6.0","6.0","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"707500.0","1445000.0","181.18417","6.1","6.1","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"707600.0","1445000.0","169.88205","7.3","7.3","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"707700.0","1445000.0","155.32647","5.9","5.9","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"707800.0","1445000.0","140.92145","5.3","5.3","240.0","1-HR","ALL","1ST","UCART1","14010307.0"
"707900.0","1445000.0","137.70555","4.4","4.4","240.0","1-HR","ALL","1ST","UCART1","14010823.0"
"708000.0","1445000.0","138.12128","6.2","6.2","240.0","1-HR","ALL","1ST","UCART1","14010823.0"
"708100.0","1445000.0","133.78394","4.8","4.8","240.0","1-HR","ALL","1ST","UCART1","14010823.0"
"708200.0","1445000.0","121.36062","8.3","8.3","240.0","1-HR","ALL","1ST","UCART1","14010823.0"
"708300.0","1445000.0","106.2817","10.2","10.2","240.0","1-HR","ALL","1ST","UCART1","14010823.0"
"708400.0","1445000.0","103.41056","10.5","10.5","240.0","1-HR","ALL","1ST","UCART1","14010824.0"
"708500.0","1445000.0","111.86865","8.7","8.7","240.0","1-HR","ALL","1ST","UCART1","14010824.0"
"708600.0","1445000.0","108.60105","9.2","9.2","240.0","1-HR","ALL","1ST","UCART1","14010824.0"
"708700.0","1445000.0","111.71555","10.8","10.8","240.0","1-HR","ALL","1ST","UCART1","14010106.0"
"708800.0","1445000.0","110.30154","11.7","11.7","240.0","1-HR","ALL","1ST","UCART1","14010106.0"
"708900.0","1445000.0","99.69676","11.4","11.4","240.0","1-HR","ALL","1ST","UCART1","14010106.0"
"709000.0","1445000.0","82.04415","8.9","8.9","240.0","1-HR","ALL","1ST","UCART1","14010106.0"
"709100.0","1445000.0","61.41904","7.6","7.6","240.0","1-HR","ALL","1ST","UCART1","14010106.0"
"709200.0","1445000.0","53.54722","7.8","7.8","240.0","1-HR","ALL","1ST","UCART1","14010302.0"
"709300.0","1445000.0","58.75181","8.0","8.0","240.0","1-HR","ALL","1ST","UCART1","14010302.0"
"709400.0","1445000.0","67.80924","7.9","7.9","240.0","1-HR","ALL","1ST","UCART1","14010823.0"
"709500.0","1445000.0","85.89149","7.8","7.8","240.0","1-HR","ALL","1ST","UCART1","14010823.0"
"709600.0","1445000.0","105.76567","8.8","8.8","240.0","1-HR","ALL","1ST","UCART1","14010823.0"
"709700.0","1445000.0","125.21023","9.3","9.3","240.0","1-HR","ALL","1ST","UCART1","14010823.0"
"709800.0","1445000.0","142.2871","9.3","9.3","240.0","1-HR","ALL","1ST","UCART1","14010823.0"
"709900.0","1445000.0","156.24461","11.1","11.1","240.0","1-HR","ALL","1ST","UCART1","14010823.0"
"710000.0","1445000.0","164.35203","9.9","9.9","240.0","1-HR","ALL","1ST","UCART1","14010823.0"
"710100.0","1445000.0","167.75199","9.7","9.7","240.0","1-HR","ALL","1ST","UCART1","14010823.0"
"710200.0","1445000.0","165.81482","7.8","7.8","240.0","1-HR","ALL","1ST","UCART1","14010823.0"
"710300.0","1445000.0","160.91181","7.4","7.4","240.0","1-HR","ALL","1ST","UCART1","14010823.0"
"710400.0","1445000.0","153.8956","7.5","7.5","240.0","1-HR","ALL","1ST","UCART1","14010823.0"
"710500.0","1445000.0","146.73065","10.1","10.1","240.0","1-HR","ALL","1ST","UCART1","14010823.0"
"710600.0","1445000.0","139.1725","11.4","11.4","240.0","1-HR","ALL","1ST","UCART1","14010823.0"
"710700.0","1445000.0","132.46793","11.1","11.1","240.0","1-HR","ALL","1ST","UCART1","14010823.0"
"710800.0","1445000.0","45.71015","10.6","10.6","240.0","1-HR","ALL","1ST","UCART1","14010823.0"
"710900.0","1445000.0","44.53682","10.7","10.7","240.0","1-HR","ALL","1ST","UCART1","14010823.0"
"711000.0","1445000.0","44.12509","10.9","10.9","240.0","1-HR","ALL","1ST","UCART1","14010823.0"
"711100.0","1445000.0","132.66202","10.1","10.1","240.0","1-HR","ALL","1ST","UCART1","14010823.0"
"701100.0","1445100.0","146.63356","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701200.0","1445100.0","176.632","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701300.0","1445100.0","178.53433","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701400.0","1445100.0","176.85392","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701500.0","1445100.0","172.94774","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701600.0","1445100.0","168.04825","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701700.0","1445100.0","163.10485","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701800.0","1445100.0","158.74677","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701900.0","1445100.0","155.31193","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010602.0"
"702000.0","1445100.0","152.84154","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010602.0"
"702100.0","1445100.0","151.02968","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010602.0"
"702200.0","1445100.0","148.76222","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010602.0"
"702300.0","1445100.0","144.52472","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010602.0"
"702400.0","1445100.0","137.87992","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010602.0"
"702500.0","1445100.0","127.66984","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010602.0"
"702600.0","1445100.0","113.32694","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010602.0"
"702700.0","1445100.0","112.25005","0.0","0.0","240.0","1-HR","ALL","1ST","UCART1","14010221.0"
