"X","Y","AVERAGE CONC","ZELEV","ZHILL","ZFLAG","AVE","GRP","RANK","NET ID","DATE(CONC)"
"701100.0","1445000.0","139.69815","0.0","0.0","130.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701200.0","1445000.0","146.38326","0.0","0.0","130.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701300.0","1445000.0","148.89808","0.0","0.0","130.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701400.0","1445000.0","144.67867","0.0","0.0","130.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701500.0","1445000.0","132.17218","0.0","0.0","130.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701600.0","1445000.0","112.56415","0.0","0.0","130.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701700.0","1445000.0","89.88725","0.0","0.0","130.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701800.0","1445000.0","70.81063","0.0","0.0","130.0","1-HR","ALL","1ST","UCART1","14010104.0"
"701900.0","1445000.0","90.45762","0.0","0.0","130.0","1-HR","ALL","1ST","UCART1","14010104.0"
"702000.0","1445000.0","107.05749","0.0","0.0","130.0","1-HR","ALL","1ST","UCART1","14010104.0"
"702100.0","1445000.0","118.60695","0.0","0.0","130.0","1-HR","ALL","1ST","UCART1","14010104.0"
"702200.0","1445000.0","117.91562","0.0","0.0","130.0","1-HR","ALL","1ST","UCART1","14010104.0"
"702300.0","1445000.0","116.77573","0.0","0.0","130.0","1-HR","ALL","1ST","UCART1","14010104.0"
"702400.0","1445000.0","108.49399","0.0","0.0","130.0","1-HR","ALL","1ST","UCART1","14010104.0"
"702500.0","1445000.0","93.35268","0.0","0.0","130.0","1-HR","ALL","1ST","UCART1","14010104.0"
"702600.0","1445000.0","108.0989","0.0","0.0","130.0","1-HR","ALL","1ST","UCART1","14010503.0"
"702700.0","1445000.0","119.89629","0.0","0.0","130.0","1-HR","ALL","1ST","UCART1","14010503.0"
"702800.0","1445000.0","127.07909","0.0","0.0","130.0","1-HR","ALL","1ST","UCART1","14010221.0"
"702900.0","1445000.0","155.59186","0.0","0.0","130.0","1-HR","ALL","1ST","UCART1","14010221.0"
"703000.0","1445000.0","175.49407","0.0","0.0","130.0","1-HR","ALL","1ST","UCART1","14010221.0"
"703100.0","1445000.0","179.82854","0.0","0.0","130.0","1-HR","ALL","1ST","UCART1","14010221.0"
"703200.0","1445000.0","165.74341","0.0","0.0","130.0","1-HR","ALL","1ST","UCART1","14010221.0"
"703300.0","1445000.0","155.11975","0.0","0.0","130.0","1-HR","ALL","1ST","UCART1","14010301.0"
"703400.0","1445000.0","154.09715","0.0","0.0","130.0","1-HR","ALL","1ST","UCART1","14010301.0"
"703500.0","1445000.0","123.96819","0.0","0.0","130.0","1-HR","ALL","1ST","UCART1","14010301.0"
"703600.0","1445000.0","98.34294","0.0","0.0","130.0","1-HR","ALL","1ST","UCART1","14010105.0"
"703700.0","1445000.0","132.86629","0.0","0.0","130.0","1-HR","ALL","1ST","UCART1","14010219.0"
"703800.0","1445000.0","167.75438","0.0","0.0","130.0","1-HR","ALL","1ST","UCART1","14010219.0"
"703900.0","1445000.0","185.44084","0.3","0.3","130.0","1-HR","ALL","1ST","UCART1","14010219.0"
"704000.0","1445000.0","183.4771","4.7","4.7","130.0","1-HR","ALL","1ST","UCART1","14010219.0"
"704100.0","1445000.0","169.11237","5.0","5.0","130.0","1-HR","ALL","1ST","UCART1","14010520.0"
"704200.0","1445000.0","193.56275","0.9","0.9","130.0","1-HR","ALL","1ST","UCART1","14010520.0"
"704300.0","1445000.0","205.98888","6.2","6.2","130.0","1-HR","ALL","1ST","UCART1","14010520.0"
"704400.0","1445000.0","181.58559","6.7","6.7","130.0","1-HR","ALL","1ST","UCART1","14010819.0"
"704500.0","1445000.0","206.89394","5.4","5.4","130.0","1-HR","ALL","1ST","UCART1","14010819.0"
"704600.0","1445000.0","183.3857","0.4","0.4","130.0","1-HR","ALL","1ST","UCART1","14010304.0"
"704700.0","1445000.0","202.773","0.0","0.0","130.0","1-HR","ALL","1ST","UCART1","14010304.0"
"704800.0","1445000.0","187.71974","0.0","0.0","130.0","1-HR","ALL","1ST","UCART1","14010304.0"
"704900.0","1445000.0","197.7552","0.0","16.0","130.0","1-HR","ALL","1ST","UCART1","14010305.0"
"705000.0","1445000.0","190.14504","4.2","16.0","130.0","1-HR","ALL","1ST","UCART1","14010305.0"
"705100.0","1445000.0","154.27939","9.0","9.0","130.0","1-HR","ALL","1ST","UCART1","14010305.0"
"705200.0","1445000.0","132.27617","12.6","12.6","130.0","1-HR","ALL","1ST","UCART1","14010307.0"
"705300.0","1445000.0","123.70472","11.9","11.9","130.0","1-HR","ALL","1ST","UCART1","14010307.0"
"705400.0","1445000.0","133.32329","9.2","9.2","130.0","1-HR","ALL","1ST","UCART1","14010306.0"
