"X","Y","AVERAGE CONC","ZELEV","ZHILL","ZFLAG","AVE","GRP","RANK","NET ID","DATE(CONC)"
"701100.0","1445000.0","49.08932","0.0","0.0","70.0","1-HR","ALL","1ST","UCART1","14010124.0"
"701200.0","1445000.0","48.08037","0.0","0.0","70.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701300.0","1445000.0","86.23208","0.0","0.0","70.0","1-HR","ALL","1ST","UCART1","14010602.0"
"701400.0","1445000.0","37.98319","0.0","0.0","70.0","1-HR","ALL","1ST","UCART1","14010124.0"
"701500.0","1445000.0","38.01202","0.0","0.0","70.0","1-HR","ALL","1ST","UCART1","14010124.0"
"701600.0","1445000.0","36.02713","0.0","0.0","70.0","1-HR","ALL","1ST","UCART1","14010124.0"
"701700.0","1445000.0","34.79963","0.0","0.0","70.0","1-HR","ALL","1ST","UCART1","14010124.0"
"701800.0","1445000.0","36.53546","0.0","0.0","70.0","1-HR","ALL","1ST","UCART1","14010104.0"
"701900.0","1445000.0","45.07436","0.0","0.0","70.0","1-HR","ALL","1ST","UCART1","14010104.0"
"702000.0","1445000.0","52.91905","0.0","0.0","70.0","1-HR","ALL","1ST","UCART1","14010104.0"
"702100.0","1445000.0","59.05934","0.0","0.0","70.0","1-HR","ALL","1ST","UCART1","14010104.0"
"702200.0","1445000.0","62.52308","0.0","0.0","70.0","1-HR","ALL","1ST","UCART1","14010104.0"
"702300.0","1445000.0","53.71694","0.0","0.0","70.0","1-HR","ALL","1ST","UCART1","14010104.0"
"702400.0","1445000.0","50.55755","0.0","0.0","70.0","1-HR","ALL","1ST","UCART1","14010104.0"
"702500.0","1445000.0","45.54802","0.0","0.0","70.0","1-HR","ALL","1ST","UCART1","14010104.0"
"702600.0","1445000.0","50.06172","0.0","0.0","70.0","1-HR","ALL","1ST","UCART1","14010503.0"
"702700.0","1445000.0","54.4493","0.0","0.0","70.0","1-HR","ALL","1ST","UCART1","14010503.0"
"702800.0","1445000.0","55.5285","0.0","0.0","70.0","1-HR","ALL","1ST","UCART1","14010503.0"
"702900.0","1445000.0","54.01523","0.0","0.0","70.0","1-HR","ALL","1ST","UCART1","14010118.0"
"703000.0","1445000.0","52.71396","0.0","0.0","70.0","1-HR","ALL","1ST","UCART1","14010118.0"
"703100.0","1445000.0","52.58582","0.0","0.0","70.0","1-HR","ALL","1ST","UCART1","14010705.0"
"703200.0","1445000.0","53.374","0.0","0.0","70.0","1-HR","ALL","1ST","UCART1","14010104.0"
"703300.0","1445000.0","55.45654","0.0","0.0","70.0","1-HR","ALL","1ST","UCART1","14010104.0"
"703400.0","1445000.0","60.43909","0.0","0.0","70.0","1-HR","ALL","1ST","UCART1","14010221.0"
"703500.0","1445000.0","55.01334","0.0","0.0","70.0","1-HR","ALL","1ST","UCART1","14010309.0"
"703600.0","1445000.0","76.45914","0.0","0.0","70.0","1-HR","ALL","1ST","UCART1","14010221.0"
"703700.0","1445000.0","67.48111","0.0","0.0","70.0","1-HR","ALL","1ST","UCART1","14010221.0"
"703800.0","1445000.0","63.83822","0.0","0.0","70.0","1-HR","ALL","1ST","UCART1","14010309.0"
"703900.0","1445000.0","66.70355","0.3","0.3","70.0","1-HR","ALL","1ST","UCART1","14010309.0"
"704000.0","1445000.0","69.39204","4.7","4.7","70.0","1-HR","ALL","1ST","UCART1","14010309.0"
"704100.0","1445000.0","72.13202","5.0","5.0","70.0","1-HR","ALL","1ST","UCART1","14010309.0"
"704200.0","1445000.0","74.86014","0.9","0.9","70.0","1-HR","ALL","1ST","UCART1","14010309.0"
"704300.0","1445000.0","77.28544","6.2","6.2","70.0","1-HR","ALL","1ST","UCART1","14010309.0"
"704400.0","1445000.0","79.67156","6.7","6.7","70.0","1-HR","ALL","1ST","UCART1","14010309.0"
"704500.0","1445000.0","81.92147","5.4","5.4","70.0","1-HR","ALL","1ST","UCART1","14010309.0"
"704600.0","1445000.0","84.01169","0.4","0.4","70.0","1-HR","ALL","1ST","UCART1","14010309.0"
"704700.0","1445000.0","85.87681","0.0","0.0","70.0","1-HR","ALL","1ST","UCART1","14010309.0"
"704800.0","1445000.0","87.54544","0.0","0.0","70.0","1-HR","ALL","1ST","UCART1","14010309.0"
"704900.0","1445000.0","89.0101","0.0","16.0","70.0","1-HR","ALL","1ST","UCART1","14010309.0"
"705000.0","1445000.0","90.28287","4.2","16.0","70.0","1-HR","ALL","1ST","UCART1","14010309.0"
"705100.0","1445000.0","91.35139","9.0","9.0","70.0","1-HR","ALL","1ST","UCART1","14010309.0"
"705200.0","1445000.0","92.19856","12.6","12.6","70.0","1-HR","ALL","1ST","UCART1","14010309.0"
"705300.0","1445000.0","92.80261","11.9","11.9","70.0","1-HR","ALL","1ST","UCART1","14010309.0"
